aimer	aimons	V;PRES;PL;1P
aimer	aimez	V;PRES;PL;2P
aimer	aiment	V;PRES;PL;3P
ajouter	ajouter	V;INF
ajouter	ajoutant	V;PRES;GER
ajouter	ajouté	V;PST;PP
ajouter	ajoute	V;PRES;SG;1P
ajouter	ajoutes	V;PRES;SG;2P
ajouter	ajoute	V;PRES;SG;3P
ajouter	ajoutons	V;PRES;PL;1P
ajouter	ajoutez	V;PRES;PL;2P
ajouter	ajoutent	V;PRES;PL;3P
aller	aller	V;INF
aller	allant	V;PRES;GER
aller	allé	V;PST;PP
aller	vais	V;PRES;SG;1P
aller	vas	V;PRES;SG;2P
aller	va	V;PRES;SG;3P
aller	allons	V;PRES;PL;1P
aller	allez	V;PRES;PL;2P
aller	vont	V;PRES;PL;3P
aménager	aménager	V;INF
aménager	aménageant	V;PRES;GER
aménager	aménagé	V;PST;PP
aménager	aménage	V;PRES;SG;1P
aménager	aménages	V;PRES;SG;2P
aménager	aménage	V;PRES;SG;3P
aménager	aménageons	V;PRES;PL;1P
aménager	aménagez	V;PRES;PL;2P
aménager	aménagent	V;PRES;PL;3P
amener	amener	V;INF
amener	amenant	V;PRES;GER
amener	amené	V;PST;PP
amener	amène	V;PRES;SG;1P
amener	amènes	V;PRES;SG;2P
amener	amène	V;PRES;SG;3P
amener	amenons	V;PRES;PL;1P
amener	amenez	V;PRES;PL;2P
amener	amènent	V;PRES;PL;3P
amuser	amuser	V;INF
amuser	amusant	V;PRES;GER
amuser	amusé	V;PST;PP
amuser	amuse	V;PRES;SG;1P
amuser	amuses	V;PRES;SG;2P
amuser	amuse	V;PRES;SG;3P
amuser	amusons	V;PRES;PL;1P
amuser	amusez	V;PRES;PL;2P
amuser	amusent	V;PRES;PL;3P
annoncer	annoncer	V;INF
annoncer	annonçant	V;PRES;GER
annoncer	annoncé	V;PST;PP
annoncer	annonce	V;PRES;SG;1P
annoncer	annonces	V;PRES;SG;2P
annoncer	annonce	V;PRES;SG;3P
annoncer	annonçons	V;PRES;PL;1P
annoncer	annoncez	V;PRES;PL;2P
annoncer	annoncent	V;PRES;PL;3P
apercevoir	apercevoir	V;INF
apercevoir	apercevant	V;PRES;GER
apercevoir	aperçu	V;PST;PP
apercevoir	aperçois	V;PRES;SG;1P
apercevoir	aperçois	V;PRES;SG;2P
apercevoir	aperçoit	V;PRES;SG;3P
apercevoir	apercevons	V;PRES;PL;1P
apercevoir	apercevez	V;PRES;PL;2P
apercevoir	aperçoivent	V;PRES;PL;3P
apparaître	apparaître	V;INF
apparaître	apparaissant	V;PRES;GER
apparaître	apparu	V;PST;PP
apparaître	apparais	V;PRES;SG;1P
apparaître	apparais	V;PRES;SG;2P
apparaître	apparaît	V;PRES;SG;3P
apparaître	apparaissons	V;PRES;PL;1P
apparaître	apparaissez	V;PRES;PL;2P
apparaître	apparaissent	V;PRES;PL;3P
appartenir	appartenir	V;INF
appartenir	appartenant	V;PRES;GER
appartenir	appartenu	V;PST;PP
appartenir	appartiens	V;PRES;SG;1P
appartenir	appartiens	V;PRES;SG;2P
appartenir	appartient	V;PRES;SG;3P
appartenir	appartenons	V;PRES;PL;1P
appartenir	appartenez	V;PRES;PL;2P
appartenir	appartiennent	V;PRES;PL;3P
appeler	appeler	V;INF
appeler	appelant	V;PRES;GER
appeler	appelé	V;PST;PP
appeler	appelle	V;PRES;SG;1P
appeler	appelles	V;PRES;SG;2P
appeler	appelle	V;PRES;SG;3P
appeler	appelons	V;PRES;PL;1P
appeler	appelez	V;PRES;PL;2P
appeler	appellent	V;PRES;PL;3P
apporter	apporter	V;INF
apporter	apportant	V;PRES;GER
apporter	apporté	V;PST;PP
apporter	apporte	V;PRES;SG;1P
apporter	apportes	V;PRES;SG;2P
apporter	apporte	V;PRES;SG;3P
apporter	apportons	V;PRES;PL;1P
apporter	apportez	V;PRES;PL;2P
apporter	apportent	V;PRES;PL;3P
apprendre	apprendre	V;INF
apprendre	apprenant	V;PRES;GER
apprendre	appris	V;PST;PP
apprendre	apprends	V;PRES;SG;1P
apprendre	apprends	V;PRES;SG;2P
apprendre	apprend	V;PRES;SG;3P
apprendre	apprenons	V;PRES;PL;1P
apprendre	apprenez	V;PRES;PL;2P
apprendre	apprennent	V;PRES;PL;3P
approcher	approcher	V;INF
approcher	approchant	V;PRES;GER
approcher	approché	V;PST;PP
approcher	approche	V;PRES;SG;1P
approcher	approches	V;PRES;SG;2P
approcher	approche	V;PRES;SG;3P
approcher	approchons	V;PRES;PL;1P
approcher	approchez	V;PRES;PL;2P
approcher	approchent	V;PRES;PL;3P
approuver	approuver	V;INF
approuver	approuvant	V;PRES;GER
approuver	approuvé	V;PST;PP
approuver	approuve	V;PRES;SG;1P
approuver	approuves	V;PRES;SG;2P
approuver	approuve	V;PRES;SG;3P
approuver	approuvons	V;PRES;PL;1P
approuver	approuvez	V;PRES;PL;2P
approuver	approuvent	V;PRES;PL;3P
armer	armer	V;INF
armer	armant	V;PRES;GER
armer	armé	V;PST;PP
armer	arme	V;PRES;SG;1P
armer	armes	V;PRES;SG;2P
armer	arme	V;PRES;SG;3P
armer	armons	V;PRES;PL;1P
armer	armez	V;PRES;PL;2P
armer	arment	V;PRES;PL;3P
arracher	arracher	V;INF
arracher	arrachant	V;PRES;GER
arracher	arraché	V;PST;PP
arracher	arrache	V;PRES;SG;1P
arracher	arraches	V;PRES;SG;2P
arracher	arrache	V;PRES;SG;3P
arracher	arrachons	V;PRES;PL;1P
arracher	arrachez	V;PRES;PL;2P
arracher	arrachent	V;PRES;PL;3P
arranger	arranger	V;INF
arranger	arrangeant	V;PRES;GER
arranger	arrangé	V;PST;PP
arranger	arrange	V;PRES;SG;1P
arranger	arranges	V;PRES;SG;2P
arranger	arrange	V;PRES;SG;3P
arranger	arrangeons	V;PRES;PL;1P
arranger	arrangez	V;PRES;PL;2P
arranger	arrangent	V;PRES;PL;3P
arrêter	arrêter	V;INF
arrêter	arrêtant	V;PRES;GER
arrêter	arrêté	V;PST;PP
arrêter	arrête	V;PRES;SG;1P
arrêter	arrêtes	V;PRES;SG;2P
arrêter	arrête	V;PRES;SG;3P
arrêter	arrêtons	V;PRES;PL;1P
arrêter	arrêtez	V;PRES;PL;2P
arrêter	arrêtent	V;PRES;PL;3P
arriver	arriver	V;INF
arriver	arrivant	V;PRES;GER
arriver	arrivé	V;PST;PP
arriver	arrive	V;PRES;SG;1P
arriver	arrives	V;PRES;SG;2P
arriver	arrive	V;PRES;SG;3P
arriver	arrivons	V;PRES;PL;1P
arriver	arrivez	V;PRES;PL;2P
arriver	arrivent	V;PRES;PL;3P
asseoir	asseoir	V;INF
asseoir	assoyant	V;PRES;GER
asseoir	assis	V;PST;PP
asseoir	assois	V;PRES;SG;1P
asseoir	assois	V;PRES;SG;2P
asseoir	assoit	V;PRES;SG;3P
asseoir	assoyons	V;PRES;PL;1P
asseoir	assoyez	V;PRES;PL;2P
asseoir	assoient	V;PRES;PL;3P
assister	assister	V;INF
assister	assistant	V;PRES;GER
assister	assisté	V;PST;PP
assister	assiste	V;PRES;SG;1P
assister	assistes	V;PRES;SG;2P
assister	assiste	V;PRES;SG;3P
assister	assistons	V;PRES;PL;1P
assister	assistez	V;PRES;PL;2P
assister	assistent	V;PRES;PL;3P
assurer	assurer	V;INF
assurer	assurant	V;PRES;GER
assurer	assuré	V;PST;PP
assurer	assure	V;PRES;SG;1P
assurer	assures	V;PRES;SG;2P
assurer	assure	V;PRES;SG;3P
assurer	assurons	V;PRES;PL;1P
assurer	assurez	V;PRES;PL;2P
assurer	assurent	V;PRES;PL;3P
attaquer	attaquer	V;INF
attaquer	attaquant	V;PRES;GER
attaquer	attaqué	V;PST;PP
attaquer	attaque	V;PRES;SG;1P
attaquer	attaques	V;PRES;SG;2P
attaquer	attaque	V;PRES;SG;3P
attaquer	attaquons	V;PRES;PL;1P
attaquer	attaquez	V;PRES;PL;2P
attaquer	attaquent	V;PRES;PL;3P
atteindre	atteindre	V;INF
atteindre	atteignant	V;PRES;GER
atteindre	atteint	V;PST;PP
atteindre	atteins	V;PRES;SG;1P
atteindre	atteins	V;PRES;SG;2P
atteindre	atteint	V;PRES;SG;3P
atteindre	atteignons	V;PRES;PL;1P
atteindre	atteignez	V;PRES;PL;2P
atteindre	atteignent	V;PRES;PL;3P
attendre	attendre	V;INF
attendre	attendant	V;PRES;GER
attendre	attendu	V;PST;PP
attendre	attends	V;PRES;SG;1P
attendre	attends	V;PRES;SG;2P
attendre	attend	V;PRES;SG;3P
attendre	attendons	V;PRES;PL;1P
attendre	attendez	V;PRES;PL;2P
attendre	attendent	V;PRES;PL;3P
attirer	attirer	V;INF
attirer	attirant	V;PRES;GER
attirer	attiré	V;PST;PP
attirer	attire	V;PRES;SG;1P
attirer	attires	V;PRES;SG;2P
attirer	attire	V;PRES;SG;3P
attirer	attirons	V;PRES;PL;1P
attirer	attirez	V;PRES;PL;2P
attirer	attirent	V;PRES;PL;3P
attraper	attraper	V;INF
attraper	attrapant	V;PRES;GER
attraper	attrapé	V;PST;PP
attraper	attrape	V;PRES;SG;1P
attraper	attrapes	V;PRES;SG;2P
attraper	attrape	V;PRES;SG;3P
attraper	attrapons	V;PRES;PL;1P
attraper	attrapez	V;PRES;PL;2P
attraper	attrapent	V;PRES;PL;3P
augmenter	augmenter	V;INF
augmenter	augmentant	V;PRES;GER
augmenter	augmenté	V;PST;PP
augmenter	augmente	V;PRES;SG;1P
augmenter	augmentes	V;PRES;SG;2P
augmenter	augmente	V;PRES;SG;3P
augmenter	augmentons	V;PRES;PL;1P
augmenter	augmentez	V;PRES;PL;2P
augmenter	augmentent	V;PRES;PL;3P
avancer	avancer	V;INF
avancer	avançant	V;PRES;GER
avancer	avancé	V;PST;PP
avancer	avance	V;PRES;SG;1P
avancer	avances	V;PRES;SG;2P
avancer	avance	V;PRES;SG;3P
avancer	avançons	V;PRES;PL;1P
avancer	avancez	V;PRES;PL;2P
avancer	avancent	V;PRES;PL;3P
aventurer	aventurer	V;INF
aventurer	aventurant	V;PRES;GER
aventurer	aventuré	V;PST;PP
aventurer	aventure	V;PRES;SG;1P
aventurer	aventures	V;PRES;SG;2P
aventurer	aventure	V;PRES;SG;3P
aventurer	aventurons	V;PRES;PL;1P
aventurer	aventurez	V;PRES;PL;2P
aventurer	aventurent	V;PRES;PL;3P
avoir	avoir	V;INF
avoir	ayant	V;PRES;GER
avoir	eu	V;PST;PP
avoir	ai	V;PRES;SG;1P
avoir	as	V;PRES;SG;2P
avoir	a	V;PRES;SG;3P
avoir	avons	V;PRES;PL;1P
avoir	avez	V;PRES;PL;2P
avoir	ont	V;PRES;PL;3P
baisser	baisser	V;INF
baisser	baissant	V;PRES;GER
baisser	baissé	V;PST;PP
baisser	baisse	V;PRES;SG;1P
baisser	baisses	V;PRES;SG;2P
baisser	baisse	V;PRES;SG;3P
baisser	baissons	V;PRES;PL;1P
baisser	baissez	V;PRES;PL;2P
baisser	baissent	V;PRES;PL;3P
balancer	balancer	V;INF
balancer	balançant	V;PRES;GER
balancer	balancé	V;PST;PP
balancer	balance	V;PRES;SG;1P
balancer	balances	V;PRES;SG;2P
balancer	balance	V;PRES;SG;3P
balancer	balançons	V;PRES;PL;1P
balancer	balancez	V;PRES;PL;2P
balancer	balancent	V;PRES;PL;3P
balayer	balayer	V;INF
balayer	balayant	V;PRES;GER
balayer	balayé	V;PST;PP
balayer	balaye	V;PRES;SG;1P
balayer	balayes	V;PRES;SG;2P
balayer	balaye	V;PRES;SG;3P
balayer	balayons	V;PRES;PL;1P
balayer	balayez	V;PRES;PL;2P
balayer	balayent	V;PRES;PL;3P
bâtir	bâtir	V;INF
bâtir	bâtissant	V;PRES;GER
bâtir	bâti	V;PST;PP
bâtir	bâtis	V;PRES;SG;1P
bâtir	bâtis	V;PRES;SG;2P
bâtir	bâtit	V;PRES;SG;3P
bâtir	bâtissons	V;PRES;PL;1P
bâtir	bâtissez	V;PRES;PL;2P
bâtir	bâtissent	V;PRES;PL;3P
battre	battre	V;INF
battre	battant	V;PRES;GER
battre	battu	V;PST;PP
battre	bats	V;PRES;SG;1P
battre	bats	V;PRES;SG;2P
battre	bat	V;PRES;SG;3P
battre	battons	V;PRES;PL;1P
battre	battez	V;PRES;PL;2P
battre	battent	V;PRES;PL;3P
bavarder	bavarder	V;INF
bavarder	bavardant	V;PRES;GER
bavarder	bavardé	V;PST;PP
bavarder	bavarde	V;PRES;SG;1P
bavarder	bavardes	V;PRES;SG;2P
bavarder	bavarde	V;PRES;SG;3P
bavarder	bavardons	V;PRES;PL;1P
bavarder	bavardez	V;PRES;PL;2P
bavarder	bavardent	V;PRES;PL;3P
blaguer	blaguer	V;INF
blaguer	blaguant	V;PRES;GER
blaguer	blagué	V;PST;PP
blaguer	blague	V;PRES;SG;1P
blaguer	blagues	V;PRES;SG;2P
blaguer	blague	V;PRES;SG;3P
blaguer	blaguons	V;PRES;PL;1P
blaguer	blaguez	V;PRES;PL;2P
blaguer	blaguent	V;PRES;PL;3P
blâmer	blâmer	V;INF
blâmer	blâmant	V;PRES;GER
blâmer	blâmé	V;PST;PP
blâmer	blâme	V;PRES;SG;1P
blâmer	blâmes	V;PRES;SG;2P
blâmer	blâme	V;PRES;SG;3P
blâmer	blâmons	V;PRES;PL;1P
blâmer	blâmez	V;PRES;PL;2P
blâmer	blâment	V;PRES;PL;3P
blanchir	blanchir	V;INF
blanchir	blanchissant	V;PRES;GER
blanchir	blanchi	V;PST;PP
blanchir	blanchis	V;PRES;SG;1P
blanchir	blanchis	V;PRES;SG;2P
blanchir	blanchit	V;PRES;SG;3P
blanchir	blanchissons	V;PRES;PL;1P
blanchir	blanchissez	V;PRES;PL;2P
blanchir	blanchissent	V;PRES;PL;3P
blesser	blesser	V;INF
blesser	blessant	V;PRES;GER
blesser	blessé	V;PST;PP
blesser	blesse	V;PRES;SG;1P
blesser	blesses	V;PRES;SG;2P
blesser	blesse	V;PRES;SG;3P
blesser	blessons	V;PRES;PL;1P
blesser	blessez	V;PRES;PL;2P
blesser	blessent	V;PRES;PL;3P
boire	boire	V;INF
boire	buvant	V;PRES;GER
boire	bu	V;PST;PP
boire	bois	V;PRES;SG;1P
boire	bois	V;PRES;SG;2P
boire	boit	V;PRES;SG;3P
boire	buvons	V;PRES;PL;1P
boire	buvez	V;PRES;PL;2P
boire	boivent	V;PRES;PL;3P
bouger	bouger	V;INF
bouger	bougeant	V;PRES;GER
bouger	bougé	V;PST;PP
bouger	bouge	V;PRES;SG;1P
bouger	bouges	V;PRES;SG;2P
bouger	bouge	V;PRES;SG;3P
bouger	bougeons	V;PRES;PL;1P
bouger	bougez	V;PRES;PL;2P
bouger	bougent	V;PRES;PL;3P
bouillir	bouillir	V;INF
bouillir	bouillant	V;PRES;GER
bouillir	bouilli	V;PST;PP
bouillir	bous	V;PRES;SG;1P
bouillir	bous	V;PRES;SG;2P
bouillir	bout	V;PRES;SG;3P
bouillir	bouillons	V;PRES;PL;1P
bouillir	bouillez	V;PRES;PL;2P
bouillir	bouillent	V;PRES;PL;3P
briser	briser	V;INF
briser	brisant	V;PRES;GER
briser	brisé	V;PST;PP
briser	brise	V;PRES;SG;1P
briser	brises	V;PRES;SG;2P
briser	brise	V;PRES;SG;3P
briser	brisons	V;PRES;PL;1P
briser	brisez	V;PRES;PL;2P
briser	brisent	V;PRES;PL;3P
brosser	brosser	V;INF
brosser	brossant	V;PRES;GER
brosser	brossé	V;PST;PP
brosser	brosse	V;PRES;SG;1P
brosser	brosses	V;PRES;SG;2P
brosser	brosse	V;PRES;SG;3P
brosser	brossons	V;PRES;PL;1P
brosser	brossez	V;PRES;PL;2P
brosser	brossent	V;PRES;PL;3P
brûler	brûler	V;INF
brûler	brûlant	V;PRES;GER
brûler	brûlé	V;PST;PP
brûler	brûle	V;PRES;SG;1P
brûler	brûles	V;PRES;SG;2P
brûler	brûle	V;PRES;SG;3P
brûler	brûlons	V;PRES;PL;1P
brûler	brûlez	V;PRES;PL;2P
brûler	brûlent	V;PRES;PL;3P
cacher	cacher	V;INF
cacher	cachant	V;PRES;GER
cacher	caché	V;PST;PP
cacher	cache	V;PRES;SG;1P
cacher	caches	V;PRES;SG;2P
cacher	cache	V;PRES;SG;3P
cacher	cachons	V;PRES;PL;1P
cacher	cachez	V;PRES;PL;2P
cacher	cachent	V;PRES;PL;3P
casser	casser	V;INF
casser	cassant	V;PRES;GER
casser	cassé	V;PST;PP
casser	casse	V;PRES;SG;1P
casser	casses	V;PRES;SG;2P
casser	casse	V;PRES;SG;3P
casser	cassons	V;PRES;PL;1P
casser	cassez	V;PRES;PL;2P
casser	cassent	V;PRES;PL;3P
causer	causer	V;INF
causer	causant	V;PRES;GER
causer	causé	V;PST;PP
causer	cause	V;PRES;SG;1P
causer	causes	V;PRES;SG;2P
causer	cause	V;PRES;SG;3P
causer	causons	V;PRES;PL;1P
causer	causez	V;PRES;PL;2P
causer	causent	V;PRES;PL;3P
céder	céder	V;INF
céder	cédant	V;PRES;GER
céder	cédé	V;PST;PP
céder	cède	V;PRES;SG;1P
céder	cèdes	V;PRES;SG;2P
céder	cède	V;PRES;SG;3P
céder	cédons	V;PRES;PL;1P
céder	cédez	V;PRES;PL;2P
céder	cèdent	V;PRES;PL;3P
célébrer	célébrer	V;INF
célébrer	célébrant	V;PRES;GER
célébrer	célébré	V;PST;PP
célébrer	célèbre	V;PRES;SG;1P
célébrer	célèbres	V;PRES;SG;2P
célébrer	célèbre	V;PRES;SG;3P
célébrer	célébrons	V;PRES;PL;1P
célébrer	célébrez	V;PRES;PL;2P
célébrer	célèbrent	V;PRES;PL;3P
cesser	cesser	V;INF
cesser	cessant	V;PRES;GER
cesser	cessé	V;PST;PP
cesser	cesse	V;PRES;SG;1P
cesser	cesses	V;PRES;SG;2P
cesser	cesse	V;PRES;SG;3P
cesser	cessons	V;PRES;PL;1P
cesser	cessez	V;PRES;PL;2P
cesser	cessent	V;PRES;PL;3P
changer	changer	V;INF
changer	changeant	V;PRES;GER
changer	changé	V;PST;PP
changer	change	V;PRES;SG;1P
changer	changes	V;PRES;SG;2P
changer	change	V;PRES;SG;3P
changer	changeons	V;PRES;PL;1P
changer	changez	V;PRES;PL;2P
changer	changent	V;PRES;PL;3P
chanter	chanter	V;INF
chanter	chantant	V;PRES;GER
chanter	chanté	V;PST;PP
chanter	chante	V;PRES;SG;1P
chanter	chantes	V;PRES;SG;2P
chanter	chante	V;PRES;SG;3P
chanter	chantons	V;PRES;PL;1P
chanter	chantez	V;PRES;PL;2P
chanter	chantent	V;PRES;PL;3P
charger	charger	V;INF
charger	chargeant	V;PRES;GER
charger	chargé	V;PST;PP
charger	charge	V;PRES;SG;1P
charger	charges	V;PRES;SG;2P
charger	charge	V;PRES;SG;3P
charger	chargeons	V;PRES;PL;1P
charger	chargez	V;PRES;PL;2P
charger	chargent	V;PRES;PL;3P
chasser	chasser	V;INF
chasser	chassant	V;PRES;GER
chasser	chassé	V;PST;PP
chasser	chasse	V;PRES;SG;1P
chasser	chasses	V;PRES;SG;2P
chasser	chasse	V;PRES;SG;3P
chasser	chassons	V;PRES;PL;1P
chasser	chassez	V;PRES;PL;2P
chasser	chassent	V;PRES;PL;3P
chercher	chercher	V;INF
chercher	cherchant	V;PRES;GER
chercher	cherché	V;PST;PP
chercher	cherche	V;PRES;SG;1P
chercher	cherches	V;PRES;SG;2P
chercher	cherche	V;PRES;SG;3P
chercher	cherchons	V;PRES;PL;1P
chercher	cherchez	V;PRES;PL;2P
chercher	cherchent	V;PRES;PL;3P
choisir	choisir	V;INF
choisir	choisissant	V;PRES;GER
choisir	choisi	V;PST;PP
choisir	choisis	V;PRES;SG;1P
choisir	choisis	V;PRES;SG;2P
choisir	choisit	V;PRES;SG;3P
choisir	choisissons	V;PRES;PL;1P
choisir	choisissez	V;PRES;PL;2P
choisir	choisissent	V;PRES;PL;3P
chuchoter	chuchoter	V;INF
chuchoter	chuchotant	V;PRES;GER
chuchoter	chuchoté	V;PST;PP
chuchoter	chuchote	V;PRES;SG;1P
chuchoter	chuchotes	V;PRES;SG;2P
chuchoter	chuchote	V;PRES;SG;3P
chuchoter	chuchotons	V;PRES;PL;1P
chuchoter	chuchotez	V;PRES;PL;2P
chuchoter	chuchotent	V;PRES;PL;3P
coller	coller	V;INF
coller	collant	V;PRES;GER
coller	collé	V;PST;PP
coller	colle	V;PRES;SG;1P
coller	colles	V;PRES;SG;2P
coller	colle	V;PRES;SG;3P
coller	collons	V;PRES;PL;1P
coller	collez	V;PRES;PL;2P
coller	collent	V;PRES;PL;3P
combattre	combattre	V;INF
combattre	combattant	V;PRES;GER
combattre	combattu	V;PST;PP
combattre	combats	V;PRES;SG;1P
combattre	combats	V;PRES;SG;2P
combattre	combat	V;PRES;SG;3P
