aʃɛte	aʃɛ	V;PRES;SG;3P
aʃɛte	aʃɛtɔn	V;PRES;PL;1P
aʃɛte	aʃətɛz	V;PRES;PL;2P
aʃɛte	aʃɛ	V;PRES;PL;3P
aʃɛve	aʃɛve	V;INF
aʃɛve	aʃɛvan	V;PRES;GER
aʃɛve	aʃɛve	V;PST;PP
aʃɛve	aʃɛv	V;PRES;SG;1P
aʃɛve	aʃɛv	V;PRES;SG;2P
aʃɛve	aʃɛv	V;PRES;SG;3P
aʃɛve	aʃɛvɔn	V;PRES;PL;1P
aʃɛve	aʃəvɛz	V;PRES;PL;2P
aʃɛve	aʃɛv	V;PRES;PL;3P
akkerir	akkerir	V;INF
akkerir	akkeran	V;PRES;GER
akkerir	akki	V;PST;PP
akkerir	akkjɛr	V;PRES;SG;1P
akkerir	akkjɛr	V;PRES;SG;2P
akkerir	akkjɛrt	V;PRES;SG;3P
akkerir	akkerɔn	V;PRES;PL;1P
akkerir	akkerɛz	V;PRES;PL;2P
akkerir	akkjɛr	V;PRES;PL;3P
admɛtr	admɛtr	V;INF
admɛtr	admɛtan	V;PRES;GER
admɛtr	admi	V;PST;PP
admɛtr	admɛ	V;PRES;SG;1P
admɛtr	admɛ	V;PRES;SG;2P
admɛtr	admɛ	V;PRES;SG;3P
admɛtr	admɛtɔn	V;PRES;PL;1P
admɛtr	admɛtɛz	V;PRES;PL;2P
admɛtr	admɛ	V;PRES;PL;3P
admire	admire	V;INF
admire	admiran	V;PRES;GER
admire	admire	V;PST;PP
admire	admir	V;PRES;SG;1P
admire	admir	V;PRES;SG;2P
admire	admir	V;PRES;SG;3P
admire	admirɔn	V;PRES;PL;1P
admire	admirɛz	V;PRES;PL;2P
admire	admir	V;PRES;PL;3P
adɔre	adɔre	V;INF
adɔre	adɔran	V;PRES;GER
adɔre	adɔre	V;PST;PP
adɔre	adɔr	V;PRES;SG;1P
adɔre	adɔr	V;PRES;SG;2P
adɔre	adɔr	V;PRES;SG;3P
adɔre	adɔrɔn	V;PRES;PL;1P
adɔre	adɔrɛz	V;PRES;PL;2P
adɔre	adɔr	V;PRES;PL;3P
adrɛse	adrɛse	V;INF
adrɛse	adrɛsan	V;PRES;GER
adrɛse	adrɛse	V;PST;PP
adrɛse	adr	V;PRES;SG;1P
adrɛse	adrɛs	V;PRES;SG;2P
adrɛse	adr	V;PRES;SG;3P
adrɛse	adrɛsɔn	V;PRES;PL;1P
adrɛse	adrɛsɛz	V;PRES;PL;2P
adrɛse	adr	V;PRES;PL;3P
afɛblir	afɛblir	V;INF
afɛblir	afɛblisan	V;PRES;GER
afɛblir	afɛbli	V;PST;PP
afɛblir	afɛbli	V;PRES;SG;1P
afɛblir	afɛbli	V;PRES;SG;2P
afɛblir	afɛbli	V;PRES;SG;3P
afɛblir	afɛblisɔn	V;PRES;PL;1P
afɛblir	afɛblisɛz	V;PRES;PL;2P
afɛblir	afɛblis	V;PRES;PL;3P
aɡaze	aɡaze	V;INF
aɡaze	aɡasan	V;PRES;GER
aɡaze	aɡaze	V;PST;PP
aɡaze	aɡaz	V;PRES;SG;1P
aɡaze	aɡaz	V;PRES;SG;2P
aɡaze	aɡaz	V;PRES;SG;3P
aɡaze	aɡasɔn	V;PRES;PL;1P
aɡaze	aɡazɛz	V;PRES;PL;2P
aɡaze	aɡaz	V;PRES;PL;3P
aʒir	aʒir	V;INF
aʒir	aʒisan	V;PRES;GER
aʒir	aʒi	V;PST;PP
aʒir	aʒi	V;PRES;SG;1P
aʒir	aʒi	V;PRES;SG;2P
aʒir	aʒi	V;PRES;SG;3P
aʒir	aʒisɔn	V;PRES;PL;1P
aʒir	aʒisɛz	V;PRES;PL;2P
aʒir	aʒis	V;PRES;PL;3P
ɛde	ɛde	V;INF
ɛde	ɛdan	V;PRES;GER
ɛde	ɛde	V;PST;PP
ɛde	ɛ	V;PRES;SG;1P
ɛde	ɛd	V;PRES;SG;2P
ɛde	ɛ	V;PRES;SG;3P
ɛde	ɛdɔn	V;PRES;PL;1P
ɛde	ɛdɛz	V;PRES;PL;2P
ɛde	ɛ	V;PRES;PL;3P
ɛme	ɛme	V;INF
ɛme	ɛman	V;PRES;GER
ɛme	ɛme	V;PST;PP
ɛme	ɛm	V;PRES;SG;1P
ɛme	ɛm	V;PRES;SG;2P
ɛme	ɛm	V;PRES;SG;3P
ɛme	ɛmɔn	V;PRES;PL;1P
ɛme	ɛmɛz	V;PRES;PL;2P
ɛme	ɛm	V;PRES;PL;3P
aʒute	aʒute	V;INF
aʒute	aʒutan	V;PRES;GER
aʒute	aʒute	V;PST;PP
aʒute	aʒu	V;PRES;SG;1P
aʒute	aʒut	V;PRES;SG;2P
aʒute	aʒu	V;PRES;SG;3P
aʒute	aʒutɔn	V;PRES;PL;1P
aʒute	aʒutɛz	V;PRES;PL;2P
aʒute	aʒu	V;PRES;PL;3P
ale	ale	V;INF
ale	alan	V;PRES;GER
ale	ale	V;PST;PP
ale	vɛ	V;PRES;SG;1P
ale	va	V;PRES;SG;2P
ale	va	V;PRES;SG;3P
ale	alɔn	V;PRES;PL;1P
ale	alɛz	V;PRES;PL;2P
ale	vɔn	V;PRES;PL;3P
amenaʒe	amenaʒe	V;INF
amenaʒe	amenaʒəan	V;PRES;GER
amenaʒe	amenaʒe	V;PST;PP
amenaʒe	amenaʒ	V;PRES;SG;1P
amenaʒe	amenaʒ	V;PRES;SG;2P
amenaʒe	amenaʒ	V;PRES;SG;3P
amenaʒe	amenaʒəɔn	V;PRES;PL;1P
amenaʒe	amenaʒɛz	V;PRES;PL;2P
amenaʒe	amena	V;PRES;PL;3P
amɛne	amɛne	V;INF
amɛne	amɛnan	V;PRES;GER
amɛne	amɛne	V;PST;PP
amɛne	amɛn	V;PRES;SG;1P
amɛne	amɛn	V;PRES;SG;2P
amɛne	amɛn	V;PRES;SG;3P
amɛne	amɛnɔn	V;PRES;PL;1P
amɛne	amənɛz	V;PRES;PL;2P
amɛne	amɛn	V;PRES;PL;3P
amyze	amyze	V;INF
amyze	amyzan	V;PRES;GER
amyze	amyze	V;PST;PP
amyze	amyz	V;PRES;SG;1P
amyze	amyz	V;PRES;SG;2P
amyze	amyz	V;PRES;SG;3P
amyze	amyzɔn	V;PRES;PL;1P
amyze	amyzɛz	V;PRES;PL;2P
amyze	amyz	V;PRES;PL;3P
anɔnse	anɔnse	V;INF
anɔnse	anɔnsan	V;PRES;GER
anɔnse	anɔnse	V;PST;PP
anɔnse	anɔn	V;PRES;SG;1P
anɔnse	anɔns	V;PRES;SG;2P
anɔnse	anɔn	V;PRES;SG;3P
anɔnse	anɔnsɔn	V;PRES;PL;1P
anɔnse	anɔnsɛz	V;PRES;PL;2P
anɔnse	anɔn	V;PRES;PL;3P
apɛrsɛvwar	apɛrsɛvwar	V;INF
apɛrsɛvwar	apɛrsɛvan	V;PRES;GER
apɛrsɛvwar	apɛrsy	V;PST;PP
apɛrsɛvwar	apɛrswa	V;PRES;SG;1P
apɛrsɛvwar	apɛrswa	V;PRES;SG;2P
apɛrsɛvwar	apɛrswa	V;PRES;SG;3P
apɛrsɛvwar	apɛrsɛvɔn	V;PRES;PL;1P
apɛrsɛvwar	apɛrsəvɛz	V;PRES;PL;2P
apɛrsɛvwar	apɛrswav	V;PRES;PL;3P
aparɛtr	aparɛtr	V;INF
aparɛtr	aparɛsan	V;PRES;GER
aparɛtr	apary	V;PST;PP
aparɛtr	aparɛ	V;PRES;SG;1P
aparɛtr	aparɛ	V;PRES;SG;2P
aparɛtr	aparɛ	V;PRES;SG;3P
aparɛtr	aparɛsɔn	V;PRES;PL;1P
aparɛtr	aparɛsɛz	V;PRES;PL;2P
aparɛtr	aparɛs	V;PRES;PL;3P
apartɛnir	apartɛnir	V;INF
apartɛnir	apartɛnan	V;PRES;GER
apartɛnir	apartɛny	V;PST;PP
apartɛnir	apartjɛn	V;PRES;SG;1P
apartɛnir	apartjɛn	V;PRES;SG;2P
apartɛnir	apartj	V;PRES;SG;3P
apartɛnir	apartɛnɔn	V;PRES;PL;1P
apartɛnir	apartənɛz	V;PRES;PL;2P
apartɛnir	apartjɛn	V;PRES;PL;3P
apɛle	apɛle	V;INF
apɛle	apɛlan	V;PRES;GER
apɛle	apɛle	V;PST;PP
apɛle	apɛl	V;PRES;SG;1P
apɛle	apɛl	V;PRES;SG;2P
apɛle	apɛl	V;PRES;SG;3P
apɛle	apɛlɔn	V;PRES;PL;1P
apɛle	apəlɛz	V;PRES;PL;2P
apɛle	apɛl	V;PRES;PL;3P
apɔrte	apɔrte	V;INF
apɔrte	apɔrtan	V;PRES;GER
apɔrte	apɔrte	V;PST;PP
apɔrte	apɔrt	V;PRES;SG;1P
apɔrte	apɔrt	V;PRES;SG;2P
apɔrte	apɔrt	V;PRES;SG;3P
apɔrte	apɔrtɔn	V;PRES;PL;1P
apɔrte	apɔrtɛz	V;PRES;PL;2P
apɔrte	apɔrt	V;PRES;PL;3P
apradr	apradr	V;INF
apradr	aprɛnan	V;PRES;GER
apradr	apri	V;PST;PP
apradr	aprad	V;PRES;SG;1P
apradr	aprad	V;PRES;SG;2P
apradr	aprɛn	V;PRES;SG;3P
apradr	aprɛnɔn	V;PRES;PL;1P
apradr	aprənɛz	V;PRES;PL;2P
apradr	aprɛn	V;PRES;PL;3P
aprɔʃe	aprɔʃe	V;INF
aprɔʃe	aprɔʃan	V;PRES;GER
aprɔʃe	aprɔʃe	V;PST;PP
aprɔʃe	aprɔʃ	V;PRES;SG;1P
aprɔʃe	aprɔʃ	V;PRES;SG;2P
aprɔʃe	aprɔʃ	V;PRES;SG;3P
aprɔʃe	aprɔʃɔn	V;PRES;PL;1P
aprɔʃe	aprɔʃɛz	V;PRES;PL;2P
aprɔʃe	aprɔʃ	V;PRES;PL;3P
apruve	apruve	V;INF
apruve	apruvan	V;PRES;GER
apruve	apruve	V;PST;PP
apruve	apruv	V;PRES;SG;1P
apruve	apruv	V;PRES;SG;2P
apruve	apruv	V;PRES;SG;3P
apruve	apruvɔn	V;PRES;PL;1P
apruve	apruvɛz	V;PRES;PL;2P
apruve	apruv	V;PRES;PL;3P
arme	arme	V;INF
arme	arman	V;PRES;GER
arme	arme	V;PST;PP
arme	arm	V;PRES;SG;1P
arme	arm	V;PRES;SG;2P
arme	arm	V;PRES;SG;3P
arme	armɔn	V;PRES;PL;1P
arme	armɛz	V;PRES;PL;2P
arme	arm	V;PRES;PL;3P
arraʃe	arraʃe	V;INF
arraʃe	arraʃan	V;PRES;GER
arraʃe	arraʃe	V;PST;PP
arraʃe	arraʃ	V;PRES;SG;1P
arraʃe	arraʃ	V;PRES;SG;2P
arraʃe	arraʃ	V;PRES;SG;3P
arraʃe	arraʃɔn	V;PRES;PL;1P
arraʃe	arraʃɛz	V;PRES;PL;2P
arraʃe	arraʃ	V;PRES;PL;3P
arranʒe	arranʒe	V;INF
arranʒe	arranʒəan	V;PRES;GER
arranʒe	arranʒe	V;PST;PP
arranʒe	arranʒ	V;PRES;SG;1P
arranʒe	arranʒ	V;PRES;SG;2P
arranʒe	arranʒ	V;PRES;SG;3P
arranʒe	arranʒəɔn	V;PRES;PL;1P
arranʒe	arranʒɛz	V;PRES;PL;2P
arranʒe	arraŋ	V;PRES;PL;3P
arrɛte	arrɛte	V;INF
arrɛte	arrɛtan	V;PRES;GER
arrɛte	arrɛte	V;PST;PP
arrɛte	arrɛ	V;PRES;SG;1P
arrɛte	arrɛt	V;PRES;SG;2P
arrɛte	arrɛ	V;PRES;SG;3P
arrɛte	arrɛtɔn	V;PRES;PL;1P
arrɛte	arrɛtɛz	V;PRES;PL;2P
arrɛte	arrɛ	V;PRES;PL;3P
arrive	arrive	V;INF
arrive	arrivan	V;PRES;GER
arrive	arrive	V;PST;PP
arrive	arriv	V;PRES;SG;1P
arrive	arriv	V;PRES;SG;2P
arrive	arriv	V;PRES;SG;3P
arrive	arrivɔn	V;PRES;PL;1P
arrive	arrivɛz	V;PRES;PL;2P
arrive	arriv	V;PRES;PL;3P
asəwar	asəwar	V;INF
asəwar	aswaan	V;PRES;GER
asəwar	asi	V;PST;PP
asəwar	aswa	V;PRES;SG;1P
asəwar	aswa	V;PRES;SG;2P
asəwar	aswa	V;PRES;SG;3P
asəwar	aswaɔn	V;PRES;PL;1P
asəwar	aswaɛz	V;PRES;PL;2P
asəwar	asɔj	V;PRES;PL;3P
asiste	asiste	V;INF
asiste	asistan	V;PRES;GER
asiste	asiste	V;PST;PP
asiste	asist	V;PRES;SG;1P
asiste	asist	V;PRES;SG;2P
asiste	asist	V;PRES;SG;3P
asiste	asistɔn	V;PRES;PL;1P
asiste	asistɛz	V;PRES;PL;2P
asiste	asist	V;PRES;PL;3P
asyre	asyre	V;INF
asyre	asyran	V;PRES;GER
asyre	asyre	V;PST;PP
asyre	asyr	V;PRES;SG;1P
asyre	asyr	V;PRES;SG;2P
asyre	asyr	V;PRES;SG;3P
asyre	asyrɔn	V;PRES;PL;1P
asyre	asyrɛz	V;PRES;PL;2P
asyre	asyr	V;PRES;PL;3P
atake	atake	V;INF
atake	atakan	V;PRES;GER
atake	atake	V;PST;PP
atake	atak	V;PRES;SG;1P
atake	atak	V;PRES;SG;2P
atake	atak	V;PRES;SG;3P
atake	atakɔn	V;PRES;PL;1P
atake	atakɛz	V;PRES;PL;2P
atake	atak	V;PRES;PL;3P
atɛ̃dr	atɛ̃dr	V;INF
atɛ̃dr	atɛɲan	V;PRES;GER
atɛ̃dr	atɛn	V;PST;PP
atɛ̃dr	atɛn	V;PRES;SG;1P
atɛ̃dr	atɛn	V;PRES;SG;2P
atɛ̃dr	atɛn	V;PRES;SG;3P
atɛ̃dr	atɛɲɔn	V;PRES;PL;1P
atɛ̃dr	atɛɲɛz	V;PRES;PL;2P
atɛ̃dr	atɛɲ	V;PRES;PL;3P
atadr	atadr	V;INF
atadr	atɛndan	V;PRES;GER
atadr	atɛndy	V;PST;PP
atadr	atad	V;PRES;SG;1P
atadr	atad	V;PRES;SG;2P
atadr	atɛn	V;PRES;SG;3P
atadr	atɛndɔn	V;PRES;PL;1P
atadr	atɛndɛz	V;PRES;PL;2P
atadr	atɛn	V;PRES;PL;3P
atire	atire	V;INF
atire	atiran	V;PRES;GER
atire	atire	V;PST;PP
atire	atir	V;PRES;SG;1P
atire	atir	V;PRES;SG;2P
atire	atir	V;PRES;SG;3P
atire	atirɔn	V;PRES;PL;1P
atire	atirɛz	V;PRES;PL;2P
atire	atir	V;PRES;PL;3P
atrape	atrape	V;INF
atrape	atrapan	V;PRES;GER
atrape	atrape	V;PST;PP
atrape	atra	V;PRES;SG;1P
atrape	atrap	V;PRES;SG;2P
atrape	atra	V;PRES;SG;3P
atrape	atrapɔn	V;PRES;PL;1P
atrape	atrapɛz	V;PRES;PL;2P
atrape	atra	V;PRES;PL;3P
oɡmɛnte	oɡmɛnte	V;INF
oɡmɛnte	oɡmɛntan	V;PRES;GER
oɡmɛnte	oɡmɛnte	V;PST;PP
oɡmɛnte	oɡmɛn	V;PRES;SG;1P
oɡmɛnte	oɡmɛnt	V;PRES;SG;2P
oɡmɛnte	oɡmɛn	V;PRES;SG;3P
oɡmɛnte	oɡmɛntɔn	V;PRES;PL;1P
oɡmɛnte	oɡmɛntɛz	V;PRES;PL;2P
oɡmɛnte	oɡmɛn	V;PRES;PL;3P
avanse	avanse	V;INF
avanse	avansan	V;PRES;GER
avanse	avanse	V;PST;PP
avanse	avan	V;PRES;SG;1P
avanse	avans	V;PRES;SG;2P
avanse	avan	V;PRES;SG;3P
avanse	avansɔn	V;PRES;PL;1P
avanse	avansɛz	V;PRES;PL;2P
avanse	avan	V;PRES;PL;3P
avɛntyre	avɛntyre	V;INF
avɛntyre	avɛntyran	V;PRES;GER
avɛntyre	avɛntyre	V;PST;PP
avɛntyre	avɛntyr	V;PRES;SG;1P
avɛntyre	avɛntyr	V;PRES;SG;2P
avɛntyre	avɛntyr	V;PRES;SG;3P
avɛntyre	avɛntyrɔn	V;PRES;PL;1P
avɛntyre	avɛntyrɛz	V;PRES;PL;2P
avɛntyre	avɛntyr	V;PRES;PL;3P
avwar	avwar	V;INF
avwar	ɛan	V;PRES;GER
avwar	œ	V;PST;PP
avwar	ɛ	V;PRES;SG;1P
avwar	a	V;PRES;SG;2P
avwar	a	V;PRES;SG;3P
avwar	avɔn	V;PRES;PL;1P
avwar	avɛz	V;PRES;PL;2P
avwar	ɔn	V;PRES;PL;3P
bɛse	bɛse	V;INF
bɛse	bɛsan	V;PRES;GER
bɛse	bɛse	V;PST;PP
bɛse	bɛs	V;PRES;SG;1P
bɛse	bɛs	V;PRES;SG;2P
bɛse	bɛs	V;PRES;SG;3P
bɛse	bɛsɔn	V;PRES;PL;1P
bɛse	bɛsɛz	V;PRES;PL;2P
bɛse	bɛs	V;PRES;PL;3P
balanse	balanse	V;INF
balanse	balansan	V;PRES;GER
balanse	balanse	V;PST;PP
balanse	balan	V;PRES;SG;1P
balanse	balans	V;PRES;SG;2P
balanse	balan	V;PRES;SG;3P
balanse	balansɔn	V;PRES;PL;1P
balanse	balansɛz	V;PRES;PL;2P
balanse	balan	V;PRES;PL;3P
balɛ	balɛ	V;INF
balɛ	balɛan	V;PRES;GER
balɛ	balɛ	V;PST;PP
balɛ	balɛ	V;PRES;SG;1P
balɛ	balɛ	V;PRES;SG;2P
balɛ	balɛ	V;PRES;SG;3P
balɛ	balɛɔn	V;PRES;PL;1P
balɛ	balɛɛz	V;PRES;PL;2P
balɛ	balɛ	V;PRES;PL;3P
bɑtjr	bɑtjr	V;INF
bɑtjr	bɑtjsan	V;PRES;GER
bɑtjr	bɑtj	V;PST;PP
bɑtjr	bɑtj	V;PRES;SG;1P
bɑtjr	bɑtj	V;PRES;SG;2P
bɑtjr	bɑtj	V;PRES;SG;3P
bɑtjr	bɑtjsɔn	V;PRES;PL;1P
bɑtjr	bɑtjsɛz	V;PRES;PL;2P
bɑtjr	bɑtjs	V;PRES;PL;3P
batr	batr	V;INF
batr	batan	V;PRES;GER
batr	baty	V;PST;PP
batr	ba	V;PRES;SG;1P
batr	ba	V;PRES;SG;2P
batr	ba	V;PRES;SG;3P
batr	batɔn	V;PRES;PL;1P
batr	batɛz	V;PRES;PL;2P
batr	ba	V;PRES;PL;3P
bavarde	bavarde	V;INF
bavarde	bavardan	V;PRES;GER
bavarde	bavarde	V;PST;PP
bavarde	bavard	V;PRES;SG;1P
bavarde	bavard	V;PRES;SG;2P
bavarde	bavard	V;PRES;SG;3P
bavarde	bavardɔn	V;PRES;PL;1P
bavarde	bavardɛz	V;PRES;PL;2P
bavarde	bavard	V;PRES;PL;3P
blaɡɥe	blaɡɥe	V;INF
blaɡɥe	blaɡɥan	V;PRES;GER
blaɡɥe	blaɡɥe	V;PST;PP
blaɡɥe	blaɡɥ	V;PRES;SG;1P
blaɡɥe	blaɡɥ	V;PRES;SG;2P
blaɡɥe	blaɡɥ	V;PRES;SG;3P
blaɡɥe	blaɡɥɔn	V;PRES;PL;1P
blaɡɥe	blaɡɥɛz	V;PRES;PL;2P
blaɡɥe	blaɡɥ	V;PRES;PL;3P
blɑme	blɑme	V;INF
blɑme	blɑman	V;PRES;GER
blɑme	blɑme	V;PST;PP
blɑme	blɑm	V;PRES;SG;1P
blɑme	blɑm	V;PRES;SG;2P
blɑme	blɑm	V;PRES;SG;3P
blɑme	blɑmɔn	V;PRES;PL;1P
blɑme	blɑmɛz	V;PRES;PL;2P
blɑme	blɑm	V;PRES;PL;3P
blanʃir	blanʃir	V;INF
blanʃir	blanʃisan	V;PRES;GER
blanʃir	blanʃi	V;PST;PP
blanʃir	blanʃi	V;PRES;SG;1P
blanʃir	blanʃi	V;PRES;SG;2P
blanʃir	blanʃi	V;PRES;SG;3P
blanʃir	blanʃisɔn	V;PRES;PL;1P
blanʃir	blanʃisɛz	V;PRES;PL;2P
blanʃir	blanʃis	V;PRES;PL;3P
blɛse	blɛse	V;INF
blɛse	blɛsan	V;PRES;GER
blɛse	blɛse	V;PST;PP
blɛse	bl	V;PRES;SG;1P
blɛse	blɛs	V;PRES;SG;2P
blɛse	bl	V;PRES;SG;3P
blɛse	blɛsɔn	V;PRES;PL;1P
blɛse	blɛsɛz	V;PRES;PL;2P
blɛse	bl	V;PRES;PL;3P
bwar	bwar	V;INF
bwar	byvan	V;PRES;GER
bwar	by	V;PST;PP
bwar	bwa	V;PRES;SG;1P
bwar	bwa	V;PRES;SG;2P
bwar	bwa	V;PRES;SG;3P
bwar	byvɔn	V;PRES;PL;1P
bwar	byvɛz	V;PRES;PL;2P
bwar	bwav	V;PRES;PL;3P
buʒe	buʒe	V;INF
buʒe	buʒəan	V;PRES;GER
buʒe	buʒe	V;PST;PP
buʒe	buʒ	V;PRES;SG;1P
buʒe	buʒ	V;PRES;SG;2P
buʒe	buʒ	V;PRES;SG;3P
buʒe	buʒəɔn	V;PRES;PL;1P
buʒe	buʒɛz	V;PRES;PL;2P
buʒe	bu	V;PRES;PL;3P
bujlir	bujlir	V;INF
bujlir	bujlan	V;PRES;GER
bujlir	bujli	V;PST;PP
bujlir	bu	V;PRES;SG;1P
bujlir	bu	V;PRES;SG;2P
bujlir	bu	V;PRES;SG;3P
bujlir	bujlɔn	V;PRES;PL;1P
bujlir	bujlɛz	V;PRES;PL;2P
bujlir	bujl	V;PRES;PL;3P
brize	brize	V;INF
brize	brizan	V;PRES;GER
brize	brize	V;PST;PP
brize	briz	V;PRES;SG;1P
brize	briz	V;PRES;SG;2P
brize	briz	V;PRES;SG;3P
brize	brizɔn	V;PRES;PL;1P
brize	brizɛz	V;PRES;PL;2P
brize	briz	V;PRES;PL;3P
brɔse	brɔse	V;INF
brɔse	brɔsan	V;PRES;GER
brɔse	brɔse	V;PST;PP
brɔse	brɔs	V;PRES;SG;1P
brɔse	brɔs	V;PRES;SG;2P
brɔse	brɔs	V;PRES;SG;3P
brɔse	brɔsɔn	V;PRES;PL;1P
brɔse	brɔsɛz	V;PRES;PL;2P
brɔse	brɔs	V;PRES;PL;3P
bryle	bryle	V;INF
bryle	brylan	V;PRES;GER
bryle	bryle	V;PST;PP
bryle	bryl	V;PRES;SG;1P
bryle	bryl	V;PRES;SG;2P
bryle	bryl	V;PRES;SG;3P
bryle	brylɔn	V;PRES;PL;1P
bryle	brylɛz	V;PRES;PL;2P
bryle	bryl	V;PRES;PL;3P
kaʃe	kaʃe	V;INF
kaʃe	kaʃan	V;PRES;GER
kaʃe	kaʃe	V;PST;PP
kaʃe	kaʃ	V;PRES;SG;1P
kaʃe	kaʃ	V;PRES;SG;2P
kaʃe	kaʃ	V;PRES;SG;3P
kaʃe	kaʃɔn	V;PRES;PL;1P
kaʃe	kaʃɛz	V;PRES;PL;2P
kaʃe	kaʃ	V;PRES;PL;3P
kase	kase	V;INF
kase	kasan	V;PRES;GER
kase	kase	V;PST;PP
kase	kas	V;PRES;SG;1P
kase	kas	V;PRES;SG;2P
kase	kas	V;PRES;SG;3P
kase	kasɔn	V;PRES;PL;1P
kase	kasɛz	V;PRES;PL;2P
kase	kas	V;PRES;PL;3P
koze	koze	V;INF
koze	kozan	V;PRES;GER
koze	koze	V;PST;PP
koze	koz	V;PRES;SG;1P
koze	koz	V;PRES;SG;2P
koze	koz	V;PRES;SG;3P
koze	kozɔn	V;PRES;PL;1P
koze	kozɛz	V;PRES;PL;2P
koze	koz	V;PRES;PL;3P
sede	sede	V;INF
sede	sedan	V;PRES;GER
sede	sede	V;PST;PP
sede	sɛ	V;PRES;SG;1P
